text,intent
What was the ultimate decision of the Supreme Court in the case?,1
How does the court address the issue of limitation in the context of the Insolvency and Bankruptcy Code?,2
Clarifying: Why did the Supreme Court decide to reduce the compensation amount awarded by the Trial Court?,1
"Which institution does the term 'appropriate Legislature' in this article refer to, and under what conditions?",1
Who prescribes the method for choosing representatives of the Union territories in the Council of States?,1
"What can the President do for the peace, progress and good government of the Union territory of Puducherry during the period of its Legislature's dissolution or suspension?",1
What happens six months after a Proclamation of Emergency has ceased to operate?,1
What was the Supreme Court's stance on the Tribunal's decision to modify the punishment?,1
What directions did the Supreme Court give in its final order regarding the case?,1
What penalty did the Supreme Court impose for non-compliance with obtaining the Occupancy Certificate?,1
What was the final decision of the Supreme Court regarding the sentence of Pratap Singh @ Pikki?,1
What legislation governs the fee fixation in this case?,1
What was the Supreme Court's decision regarding the settlement between the parties?,1
What was the outcome of the trial court for Hemudan Nanbha Gadhvi?,0
What position has an age limit of sixty-two years?,1
How did the Supreme Court modify the High Court's judgment in this case?,1
What did the Special Court decide regarding the jurisdiction to frame charges under MCOCA?,0
Who determines the qualifications for appointment as members of the Finance Commission?,1
What procedural clarification did the Supreme Court provide regarding the filing of appeals by victims?,0
What matters does the jurisdiction of the Administrative Tribunal for the State of Andhra Pradesh cover?,1
"Where are all suits, appeals and proceedings pending in the Federal Court at the commencement of this Constitution moved to?",1
How are the seats reserved for women in Panchayats allotted?,1
What was the argument of the State of Uttar Pradesh regarding work-charged employees and pension?,1
What did the Supreme Court order regarding the sentences imposed on Stalin?,0
What was the Supreme Court's view on the High Court's appointment of an independent arbitrator?,1
What is the Gujarat Agricultural Lands Ceiling (Amendment) Act?,1
What might be the implications of the Supreme Court's ruling for future cases involving death penalty commutation in The State of Rajasthan vs Komal Lodha?,0
What is deemed to occur when a member of either House of Parliament or of a House of the Legislature enters upon his office as Governor?,1
What was the primary legal issue in the case of Ilavarasan vs. The Superintendent of Police & Ors.?,0
What was the decision of the Division Bench of the Allahabad High Court regarding Ram Chandra's writ petition?,1
Clarifying: What is the significance of the agent's role in this case?,2
What was the primary issue in the case of M/S. Innoventive Industries Ltd. vs. ICICI Bank & Anr.?,2
"Who are the individuals, whether or not chosen by direct election from territorial constituencies in the Panchayat area, that can vote in the Panchayat meetings?",1
What disciplinary actions were taken against Gaurav Wahi before his suicide in the case of V.P. Singh vs. The State of Punjab & Ors.?,1
Why did the Supreme Court emphasize the substantive nature of the right to appeal?,1
Who were the respondents in the case filed by Sunil Samdaria?,1
Why did the appellants file an application for condonation of delay?,1
What was the main legal issue addressed in the case of Dr. Joe Joseph & Ors. vs. State of Tamil Nadu & Ors.?,1
What were the allegations made by Subhransu Sarkar against Indrani Sarkar?,0
How might future petitioners approach the proof of wills based on this judgment?,1
What is the official name of the Kerala Act 12 passed in 1966?,1
What provisions should the State make for work conditions and maternity relief?,1
What was the Supreme Court's conclusion regarding the judgment in Major General Shri Kant Sharma & Anr.?,1
What was the Supreme Court's decision regarding the evaluation of experience marks for Biju K.K.?,1
What was the Supreme Court's final decision regarding the compensation for the acquired land?,1
What did the Delhi High Court initially rule in favor of the employees in the case Delhi Transport Corporation vs Balwan Singh & Ors.?,1
Where can proceedings be transferred to under an order made under clause (3)?,1
What mitigating factors did the Supreme Court consider in reducing Prahlad's sentence?,0
What does the Supreme Court's judgment mean for similar contracts regarding stamp duty?,1
When is the election held to fill a vacancy in the office of President?,1
What was the Supreme Court's decision regarding the statutory requirements for issuing the NLAT notification?,1
What are the conditions of the President's office?,2
What did the final report dated 29th November 2019 conclude in the case of Mathew Alexander vs. Mohammed Shafi and Anr.?,1
What was the motive behind the crime as per the prosecution?,0
Who is responsible for determining the qualifications for appointment as members of the Finance Commission?,1
What was the primary legal issue raised by Dr. Jaya Thakur in the writ petition?,1
What was the Labour Court's decision regarding the dismissal of the workmen?,2
"How did the Bombay High Court, Nagpur Bench, rule on the second appeal?",1
How did the High Court rule on the conviction of Pawan Kumar Chourasia?,0
What stance did the Supreme Court take on the role of Khap Panchayats in honour crimes?,1
Predictive: How might the Supreme Court's decision impact future disputes over rental compensation?,1
What is the primary legal issue in the case of Surinder Singh Deswal @ Col. S.S. Deswal and others vs. Virender Gandhi?,0
What was the Supreme Court's final ruling regarding Capt. Paul Nadar Bennet Singh's termination and reinstatement?,1
"What was the primary issue in the case of Rajasthan High Court, Jodhpur & Anr. vs Neetu Harsh & Anr.?",1
"Which act is also known as the Maharashtra Land Revenue Code, 1966?",1
What can the Supreme Court do to enforce its decree or order throughout the territory of India in any cause or matter pending before it?,1
Who is entitled to be registered as a voter in India?,1
Who were the respondents in the case?,0
What was the Supreme Court's view on the evidence presented against Navas @ Mulanavas?,0
What happens to a special order made by the State Government under the proviso to clause (5)?,1
What was the Supreme Court's decision regarding the procedural compliance in the case?,0
How did the Supreme Court address the issue of transfer petitions in matrimonial cases?,1
Who has the authority to regulate the business of money-lender to members of the Scheduled Tribes?,1
"What does Article 298 of the Indian Constitution say about the extent of executive power of the Union and each State, and how it's affected by legislation from the respective State or the Parliament?",1
What was the Supreme Court's reasoning behind allowing the appeal?,2
What was the prosecution's case against Irfan @ Naka?,0
What did the Supreme Court observe about the third party's locus standi in filing the application?,0
What did the complainant allege Govind Prasad Kejriwal did at Savera Chitra Mandir?,0
What was the impact of the Supreme Court's order dated 15th March 2007 on the ongoing dispute?,0
What was the Supreme Court's decision regarding the prayers sought in the miscellaneous application?,1
In what manner are the orders and other instruments made in the name of the Governor authenticated?,1
"What was the primary issue in the case of M/S Steel Authority of India Limited vs. Commissioner of Central Excise, Bolpur?",0
What does 'authorised person' mean in the context of Part IX-B THE CO-OPERATIVE SOCIETIES?,1
What was the Supreme Court's decision regarding the High Court's ruling?,1
Who is referred to as the 'authorised person' in Article 243-ZQ?,1
What is the procedure when a report that concerns a State Government is generated?,1
What is included in the term 'rights' related to an estate according to the Indian constitution?,1
What is the main legal issue in the case of M. Durga Singh & Ors. vs Yadagiri & Ors.?,1
What did the appellant argue regarding her removal as Gatneta?,2
What precedent did the Supreme Court refer to regarding the misuse of Section 482 CrPC?,1
What was Haribhau's main argument in his appeal to the Supreme Court?,0
What was the High Court's decision in the case?,1
What is stated in the 12AA of the Constitution of India regarding the application of Acts of Parliament and of the Legislature of the State of Tripura to the autonomous districts and regions?,1
"What was the respondent seeking in the civil suit filed in the Saket Courts, New Delhi?",1
What was the Supreme Court's decision regarding the allotment of land to J.S. Luthra Academy?,1
"hey, nice to meet you",3
What roles have the power to modify the effect of the Constitution on the Legislature of the State?,1
What were the substantial questions of law framed by the High Court in Radha Bai vs Ram Narayan & Ors.?,1
What was the decision of the Gujarat High Court regarding the criminal proceedings?,0
What is the short title of the Constitution according to Part XXII?,1
What was the main legal issue in the case of Kumer Singh vs. State of Rajasthan & Anr.?,0
Which act are Section 66A and Chapter IVA a part of?,1
What was the appellant's employment history in the case of Prem Singh vs. State of Uttar Pradesh?,1
"When were the parties directed to appear before the Judicial Magistrate, First Class, Khachrod?",0
What argument did the defense present regarding the date of the alleged offence and the judgement?,0
What was the final sentence given to Nirmala Devi by the Supreme Court?,1
Whose consent is required to be obtained before making any rule or order under the law regarding the fixation of tax rates?,1
Are proceedings in Parliament valid if it is discovered subsequently that some person who was not entitled?,1
Which act is known as The Kerala Agricultural Workers Act?,1
"After consulting the Council of Ministers and the North Cachar Hills Autonomous Council or the Karbi Anglong Autonomous Council, whose discretion is it to consider the necessary action to be taken?",2
What was the specific contract involved in this case?,0
What were the allegations made by the respondent No. 2 against Rajendra Bhagat?,0
How did the Supreme Court interpret the violation of Section 50 of the NDPS Act?,1
"What did the Supreme Court say about the obligation of examining bodies under the Rights of Persons with Disabilities Act, 2016?",1
What was the main issue in the case of Gurwinder Singh vs State of Punjab & Another?,0
What was the primary allegation against Afroz Mohammed Hasanfatta in the case of State of Gujarat vs. Afroz Mohammed Hasanfatta?,0
What legal provisions were under scrutiny in the case?,1
What should the State do with the principles laid down in Part IV of the Constitution when making laws?,1
What are the potential long-term consequences for the accused in the State of Maharashtra vs. Surendra Pundalik Gadling & Ors. case?,0
"What important observations did the Supreme Court make about the Insolvency and Bankruptcy Code, 2016, in its judgment?",2
What was the Supreme Court's ruling on the appeal filed by Rajiv Kumar Jindal and others?,1
Which bank is mentioned in the constitution of India?,1
What was the High Court's decision regarding the non-disclosure of the show cause notice by Caretel Infotech Ltd.?,1
How did the Supreme Court rule on the issue of arbitrability and the award of interest?,1
"What changes were made in the opening paragraph of paragraph 15, specifically regarding the use of 'by the Legislature of the State' and the proviso?",1
What was the Supreme Court's decision regarding the High Court's dismissal of the writ petition?,1
What factors did the Supreme Court consider in commuting the death sentence of Irappa Siddappa Murgannavar?,0
What was the Supreme Court's direction regarding the ongoing inquiries by the official respondents?,1
"Which section of the Uttar Pradesh Reorganisation Act, 2000 specifies the territories?",1
When does the term of the person elected to fill the vacancy in the office of President begin?,2
What was the final decision of the Supreme Court in the case of N. Manogar & Anr. vs The Inspector of Police & Ors.?,1
What happens to the House of the People five years from the date appointed for its first meeting?,0
"Who has the power to grant pardons, reprieves, respites or remissions of punishment or to suspend, remit or commute the sentence of any person convicted of any offence?",1
What did the office order dated 21st December 2019 issued by Kumaun University state about the retirement dates of the appellants?,1
What was the Supreme Court's decision on the appellants' appeal?,1
What did the Supreme Court conclude about the initiation of the prosecution against K.K. Mishra?,0
What modes of transportation are mentioned in the Indian constitution for carriage of passengers and goods?,1
How are the references in articles 219 and 229 construed?,1
What was the Supreme Court's view on the plea of alibi raised by the accused?,0
What was the primary legal issue in the case of The State of Tamil Nadu vs. Dr. Vasanthi Veerasekaran?,1
What are the possible appointments for a member other than the Chairman of a State Public Service Commission after ceasing to hold office?,1
What was the primary legal issue in the case of Uma Shankar & Ors. vs R. Hanumaiah Since Deceased Through His LRs. & Ors.?,1
What were the main issues of dispute between the parties in this case?,2
What principle did the Supreme Court emphasize regarding the validity of family partitions and subsequent claims?,1
What was the primary legal issue in the case of Jagdish & Ors. vs. The State of Rajasthan?,0
"Which acts are repealed by the Indian Independence Act, 1947, and the Government of India Act, 1935, together with all enactments amending or supplementing the latter Act, but not including the Abolition of Privy Council Jurisdiction Act, 1949?",1
"Who regulates the number of seats in the Legislative Assembly, the number of seats reserved for Scheduled Castes, and the division of the National Capital Territory into territorial constituencies?",1
How did the government of Maharashtra intervene in the dispute over standby charges between Tata Power Company Ltd. and Adani Electricity Mumbai Ltd.?,2
What was the main legal issue in the case of M/s Darvell Investment and Leasing (India) Pvt. Ltd. and Others vs The State of West Bengal and Others?,1
Why did the High Court uphold the Trial Court's decision in 'Rajesh Jain vs. Ajay Singh'?,0
What was the Supreme Court's view on the requirement for the duration of appointment of Additional Judges under Article 224?,1
What were the challenges in identifying the accused in the case of Jayan vs. State of Kerala?,0
What principle did the Supreme Court highlight regarding party autonomy in arbitration agreements?,2
What did the Food Corporation of India demand from Abhijit Paul in 2015 and 2017?,2
What was Dipakbhai Jagdishchandra Patel's argument before the Supreme Court regarding the recovery of counterfeit currency?,1
What territories are included in Uttar Pradesh?,1
What were the specific charges against Irappa Siddappa Murgannavar in this case?,0
What does article 350B pertain to according to the excerpt?,1
"What was Delhi called after the Constitution (Sixty-ninth Amendment) Act, 1991 came into effect?",1
What is the The Railway Companies Act?,2
What was the stance of the Employees State Insurance Corporation (ESIC) on the inclusion of junior resident doctors in the 'in-service' quota?,1
What was the primary issue in the Guruviah & Ors. vs. The State represented by the Inspector of Police case?,0
Which item of the Indian Constitution pertains to duties of customs including export duties?,1
What did the Supreme Court say about the importance of proving conspiracy in criminal cases?,0
What did the Supreme Court say about the identification of the recovered sheep in the case of Uppala Bixam @ Bixmaiah vs. The State of Andhra Pradesh?,1
What is the legal process for declaring a highway to be a national highway?,1
Which Orissa Act is numbered 13 of 1965?,1
"Who can exercise executive power in matters where Parliament has the ability to create laws for a specific State, unless otherwise stated by Parliament?",1
What was the main argument of the appellants in the Supreme Court?,1
What is the duty of the Committee constituted under clause (4)?,1
What broader legal principle did the Supreme Court establish regarding the regulation of Section 138 proceedings?,0
What impact does the Supreme Court's judgment have on existing promotions granted by the Railways?,1
"Are there any restrictions based on religion, race, caste, sex, etc. for inclusion in the general electoral roll?",1
How did the Supreme Court address the issue of legal representation and the opportunity for presenting mitigating factors?,1
Help me with landlord laws.,1
"What was the decision of the High Court of Andhra Pradesh on 25.4.2011 regarding the order passed by the Special Court, Hyderabad?",1
What is the punishment for arrest in India?,0
What was the High Court's decision regarding the eligibility of candidates with M.Phil. degrees obtained through distance education before 11th July 2009?,1
What is the Haryana Act 17 of 1976?,1
What is the formal name for 'The Orissa Estates Abolition Act'?,1
What is the limit on the number of members in the Legislative Council of a State in relation to the total number of members in the Legislative Assembly of that State?,1
What was the High Court's ruling regarding Chaitu Lal's appeal?,0
What was the outcome of the appeal filed by M/s Indore Composite Pvt. Ltd. before the Employees Provident Fund Appellate Tribunal?,2
Is it possible for the President to impose conditions on the power he delegates?,2
What defense did Rahul Pandey present in the case?,0
What was the amount of the cheque issued by the appellants to Kanchan Mehta?,0
What was the counter-claim filed by the State of Jharkhand in the arbitration proceedings?,2
What was the main issue in the case of Ashish Kumar vs. The State of Uttar Pradesh & Ors.?,1
What was the primary issue in the case of Janam Singh Kudada & Anr. vs. State of Bihar & Ors.?,1
What were the key allegations made by Shubhankar P. Tomar in the complaint?,0
Which Act is referred to as The Kerala Cashew Factories (Acquisition) Act?,2
What interpretation did the Supreme Court provide regarding the advertisement for the 'Psychologist' post?,1
What did the High Court decide in this case before it reached the Supreme Court?,1
What legal principle regarding the exercise of discretion in granting bail was emphasized by the Supreme Court?,0
What was the primary issue in the case of Anjana Saraiya vs The State of U.P. & Ors.?,1
What did the Supreme Court decide regarding the quash petition filed by Arvind Khanna in the case of Central Bureau of Investigation vs Arvind Khanna?,1
What was the Supreme Court's final decision regarding the appellants' service continuation?,1
What was the interim relief granted by the Supreme Court to OLX India B.V. during the appeal process?,1
How did the Supreme Court address the issue of hostile witnesses in this case?,0
What was the primary legal issue in the case of Avneesh Chandan Gadgil & Anr. vs. Oriental Bank of Commerce & Ors.?,1
What was the appellant's argument regarding his caste certificate in the case?,1
Who receives reasonable allowances to reimburse for expenses incurred in travelling on duty within the territory of India?,1
What was the Supreme Court's view on the imposition of the death penalty in this case?,0
What was the Supreme Court's observation regarding Sagar Behera's conduct in jail?,1
What is the consequence if an Ordinance under article 239A makes a provision that would not be valid if enacted in an Act of the Legislature of the Union territory?,1
Who chooses the Chairman and Deputy Chairman of the Legislative Council?,1
Who expresses the executive action of the Government of a State?,1
What procedural step did the U.P. Avas Evam Vikas Parishad take after the High Court's decision?,1
Why did the Supreme Court find the Bihar Government's action of issuing the notification dated 23rd June 2009 problematic?,1
"What does the tax on the transfer of property in goods for cash, deferred payment or other valuable consideration, a tax on the delivery of goods on hire-purchase or any system of payment by installments, a tax on the transfer of the right to use any goods for any purpose for cash, deferred payment or other valuable consideration, a tax on the supply of goods by any unincorporated association or body of persons to a member thereof for cash, deferred payment or other valuable consideration, a tax on the supply, by way of or as part of any service or in any other manner whatsoever, of goods, being food or any other article for human consumption or any drink, where such supply or service, is for cash, deferred payment or other valuable consideration, refer to?",1
What was the main issue in the case of Delhi Transport Corporation vs Balwan Singh & Ors.?,2
What did the Central Electricity Regulatory Commission (CERC) and Appellate Tribunal for Electricity (APTEL) decide regarding MSEDCL's liability?,0
What was the main issue that led to the appeal in the case of The Secretary to Govt. Department of Education (Primary) & Ors. vs. Bheemesh Alias Bheemappa?,1
What was the final decision of the Supreme Court regarding the petitioners' premature release?,1
What is the main issue in the case of Union of India & Ors. vs. All India Trade Union Congress & Ors.?,1
What was the outcome for the original writ petitioners who passed after re-evaluation or supplementary examinations?,1
What happened to the appellants after the Supreme Court's judgement?,1
What was the main issue in the case of M/S Shree Daneshwari Traders vs. Sanjay Jain & Anr.?,2
What was the final decision of the Supreme Court in the case of State of Kerala vs. Rajesh?,0
What was the Division Bench of the High Court's decision regarding the respondents' employment status?,1
Why did the Supreme Court decide to award a lump sum compensation instead of reinstatement to Munna Prasad Saini?,1
What is the role of the United Nations Organisation according to the constitution?,1
What was the trial court's decision regarding the accused who were not charge-sheeted by the police?,0
What was the basis of the High Court's decision to set aside the termination of the Head Mistress?,1
What happens to the property and assets vested in the Government of Sikkim after the appointed day?,1
What could be the implications of this judgment for other medical practitioners?,1
What rationale did the Supreme Court provide for quashing the proceedings?,0
What was the role of the informant in the case of Birbal Choudhary @ Mukhiya Jee vs. State of Bihar?,0
"According to this text, which articles and clauses confer powers on the President?",1
What did the Supreme Court decide regarding the timelines prescribed under the PAR Rules?,1
What was the court's finding on the title and compensation claims related to the land acquisition?,1
What was the final decision of the Supreme Court in the case Union of India vs. Manraj Enterprises?,1
What incident led to the charges in the Abdul Ansar v. State of Kerala case?,1
"Which schedule includes small scale industries, food processing industries, and Khadi, village, and cottage industries?",1
What did the Supreme Court say about the delay in delivering the judgment by the High Court?,1
What was the main issue in the case of 'Lakhan Singh vs. Amarjeet Singh & Anr.'?,0
HEY,3
What is the role of The Union Public Service Commission or the State Public Service Commission in relation to civil services and posts?,1
What was the outcome of the appeals filed by the Travancore Devaswom Board in the Supreme Court?,1
Who makes the rules under sub-paragraph (6) if the District or the Regional Council does not make them?,1
What was the Supreme Court's directive regarding Ajmal's release?,1
Why did the Supreme Court find the High Court's judgment erroneous?,1
What must the Chairman or Speaker do if there is no quorum during a meeting of a House?,1
What were the main charges against Ram Sharan Chaturvedi in this case?,0
What were the initial charges against Ashwani Kumar and his co-accused in the case of Ashwani Kumar & Anr. vs The State of Punjab?,0
What principle did the Supreme Court reiterate regarding the consideration of evidence and charges?,1
What directions did the Supreme Court give regarding the transfer of the case?,1
What are the rights in case of police?,0
What was the Supreme Court's final decision regarding the bail granted to respondent No. 2 in the case of Bohatti Devi vs. The State of Uttar Pradesh & Anr.?,0
What was the main legal issue in the case of Sunil Todi & Ors. vs. State of Gujarat & Anr.?,1
What are some of the powers of the Commission as per the Constitution of India?,1
What compensation did the Supreme Court order the Cooperative Bank to pay to M/S U.P. Gun House?,1
What was the role of Shri Venkatachalam in the case according to the CBI report?,0
"What are licences or leases for the purpose of prospecting for, or extraction of, minerals related to?",1
"What happens if the Deputy Chairman of the Council of States ceases to be a member of the Council, resigns his office through a written note to the Chairman, or is removed from his office by a resolution of the Council passed by a majority of all the then members of the Council?",1
What did the Supreme Court say about the respondent's intentions regarding the marriage?,1
Why did the Supreme Court find the CESTAT's interpretation of 'Consulting Engineer' problematic?,1
Why did the Trial Court convict Ashwani Kumar and his co-accused in the case of Ashwani Kumar & Anr. vs The State of Punjab?,0
What is the form of oath of secrecy for a Minister for a State?,1
What was the Kerala Transport Development Finance Corporation's argument against the High Court's ruling?,1
What can the President provide for the State of Assam by order made with respect to it?,1
Why did the RBI oppose the withdrawal of the Special Leave Petitions?,1
What alteration did the Bombay High Court make to the death sentences imposed by the Sessions Court?,0
What was the final decision of the court regarding the review petitions?,1
"What does Rule 6(1) of the All India Services (Death-cum-Retirement Benefits) Rules, 1958 entail?",0
What was the Supreme Court's stance on the excessive number of injuries in 'Suresh Yadav @ Guddu vs. The State of Chhattisgarh'?,1
What principle did the Supreme Court reinforce regarding the application of statutory limitations to rebate claims?,1
What was the main legal issue in 'National Alliance for People's Movements & Ors. vs. The State of Maharashtra & Ors.'?,0
What did the Supreme Court decide regarding the impugned judgment dated 11th March 2015?,1
What happens at the expiration of the five year period of the Assembly?,1
What was the main issue in the case of M/s Peacock Industries Ltd. vs. Union of India and Ors.?,1
What provisions do not make a Bill a Money Bill?,1
What is the procedure after cheque bounce?,2
What was the primary legal issue in the case of Bhagwani vs. The State of Madhya Pradesh?,0
What power does the President have during the recess of Parliament according to article 123?,1
"What will be deemed illegal or void according to the Constitution (Twentieth Amendment) Act, 1966?",1
What was the Supreme Court's stance on the High Court's order to admit Aditi to Good Shepherd International School?,1
What was the primary legal issue in the case of Bayaji Sambhu Mali @ Borate(D) Through LRS. vs. Nazir Mohammed Balal Zari Through GPA Holder & Ors.?,1
How did the Supreme Court respond to the petitioners' argument against fresh elections?,1
What was the decision of the Trial Court regarding the disputed properties in the case of Somakka (Dead) By Lrs. Vs. K.P. Basavaraj (Dead) By Lrs.?,1
What was the Supreme Court's directive regarding the trial of the accused?,0
What did the Supreme Court say about the relevance of the nature of injury in acid attack cases under Sections 326A and 326B?,0
My neighbor is involved in incorporation.,2
What was the trial court's decision regarding Gangadhar's case?,0
What is the status of the Supreme Court as per the record?,1
What was the prosecution's case regarding the events on the night of the incident in Parvat Singh & Ors. vs. State of Madhya Pradesh?,0
Which Act repealed the application of this Part to the State of Punjab and when did it come into effect?,1
What were the Supreme Court's instructions to the NCLT regarding the application for interim relief?,1
What procedural requirement did the Supreme Court highlight regarding the acceptance of OTS proposals?,1
Why are overhead power lines considered a threat to the Great Indian Bustard and Lesser Florican?,0
What was the response of the State of Uttarakhand and Uttar Pradesh to the High Court's decision?,1
What did the Supreme Court say about the limitation period in this case?,1
"What is the designation of The Indian Copper Corporation (Acquisition of Undertaking) Act, 1972?",2
"To whom is the question referred for a decision if a question arises about the Chairman or the Speaker of a House being subject to disqualification, and whose decision is deemed final?",1
What does 243-ZS state about the application to Union territories?,1
Why did Atbir file a writ petition in the High Court of Delhi?,1
What procedural argument did the appellants present regarding the jurisdiction of the High Court?,1
What happens if someone does custody?,0
What were the main directions given by the Supreme Court in the order dated 01.09.2020?,1
What implications does the Supreme Court's decision have for the use of circumstantial evidence in criminal trials?,0
What was the argument presented by the appellants regarding their consumption of liquor?,1
What was the Supreme Court's ruling on the procedural fairness of the inquiry conducted against Aureliano Fernandes?,1
Who is responsible for making regulations for the peace and good government of an area?,1
What is the purpose of the law mentioned in sub-paragraph (1) of this paragraph in relation to article 368 of the Constitution?,1
What findings did the Trial Court and the First Appellate Court make regarding the plaintiffs' claims?,1
What was the sample composition found by the Public Analyst in Raj Kumar's case?,0
What was the primary legal issue in the case of Prahlad vs. State of Madhya Pradesh & Anr.?,0
What did the Supreme Court decide regarding the refund of WPL's investment?,1
Clarifying: What is the significance of consulting the Union Public Service Commission before passing orders under Rule 6(1)?,1
What did the Supreme Court decide regarding co-accused Devender alias Dhola in the Suryavir vs. State of Haryana case?,1
"What is the salary, allowances and pension payable to?",2
On what grounds did the Director General of Prisons deny Atbir’s request for furlough?,2
What did the High Court rule in the appeals filed by the accused?,0
What was the Supreme Court's interpretation of Section 209 (1) (d) and Section 234B of the Income-tax Act in this case?,1
What were the charges against the respondents in this case?,0
What was the Supreme Court's interpretation of clause 16(2) of the GCC in this case?,2
What weapons were used in the attack on Sarman Singh according to the case details?,0
"What does the reference to any district in Part I, II or III of the table in the North-Eastern Areas (Reorganisation) Act, 1971 refer to?",1
What was the factual background of the case involving Shiv Charan Bansal and the murder of S.N. Gupta?,0
Who are part of the Panchayats at the district level?,1
How might this Supreme Court ruling affect future disciplinary actions within the CISF?,1
Where should the public moneys received by or on behalf of the Government of India or the Government of a State be credited?,1
What are the heads under which the Assessees charged their customers?,1
What was the decision of the High Court at Patna regarding Surajdeo Mahto and Prakash Mahto's conviction?,0
What did the Supreme Court say about the inclusion of prayer clause (c) in Ms. Indira Jaising's Miscellaneous Application?,1
What is the specific duty imposed on agricultural land?,1
"Where does the superintendence, direction and control of the preparation of electoral rolls for, and the conduct of, all elections to a co-operative society vest?",1
What were the main discrepancies in the prosecution's case as highlighted by the Supreme Court?,0
What was the main issue in the case of Travancore Devaswom Board vs. Ayyappa Spices & Ors.?,1
When does a law made by Parliament during a Proclamation of Emergency cease to have effect after the Proclamation has ceased to operate?,1
What occurs if a Proclamation has not been approved by resolutions of both Houses of Parliament within two months?,1
What modification did the Supreme Court make to the High Court's judgment?,1
What directions did the High Court give regarding the conduct of future elections for the Awadh Bar Association?,1
What was the initial agreement between Canara Overseas Limited and K. Ramappa?,2
What were the conflicting precedents considered in this case?,1
What was the main legal issue in the case Abid-Ul-Islam vs. Inder Sain Dua?,1
What does the expression 'taxes on the sale or purchase of goods' mean?,1
"What is the implication of the Constitution (Twenty-sixth Amendment) Act, 1971, s. 2 on the rights and privileges of Rulers of Indian States?",1
What was the Supreme Court's observation regarding the police officers' involvement in the case of Ashwani Kumar & Anr. vs The State of Punjab?,1
On what basis did the Supreme Court find Netram Sahu eligible for gratuity?,1
Who adjudicates disputes between the Government of India and one or more States?,1
Why did the Supreme Court find fault with the High Court's decision?,1
How is the age of a Judge of the Supreme Court determined?,1
howdy!,3
"Who regulates the custody of the Consolidated Fund of India and the Contingency Fund of India, the payment of moneys into such Funds, the withdrawal of moneys therefrom, the custody of public moneys other than those credited to such Funds received by or on behalf of the Government of India, their payment into the public account of India and the withdrawal of moneys from such account and all other matters connected with or ancillary to matters aforesaid until provision in that behalf is so made?",1
What was the Supreme Court's decision regarding the necessity of referring the case to a larger bench?,1
What are the requirements for an Indian citizen to be eligible for a seat in the Legislative Assembly and Legislative Council?,1
What principle regarding the imposition of the death penalty did the Supreme Court emphasize?,0
What was the Supreme Court's decision regarding Haribhau's appeal?,0
What should a State Government do when it receives a report relating to a matter of its concern?,1
What was the relationship between the appellant and the other accused in this case?,0
What is the main issue in the case of State of Orissa vs Santi Kumar Mitra?,1
What was the outcome of the appeal filed by Parveen @ Sonu?,0
What was the sequence of events leading to the arrest of Rahul Modi and others in the case of Serious Fraud Investigation Office vs. Rahul Modi & Ors.?,0
"What does the rules regarding the formation of subordinate local Councils or Boards, their procedure and the conduct of their business, and generally all matters relating to the transaction of business pertaining to the administration of the district or region pertain to?",1
What was the appellants' main argument regarding their recruitment in the Army?,1
"What is the Gujarat Devasthan Inams Abolition Act, 1969?",1
How did the Supreme Court rule on the applicability of the ten-year cap for Mahabir Industries?,1
What were the main charges against Thangela Narendra @ Chinnu in this case?,0
"Can Parliament make any law with respect to the same matter including a law adding to, amending, varying or repealing the law so made by the Legislature of the State?",1
What was the primary issue in the case of Ponnaiyah Ramajayam Institute of Medical Sciences vs. Union of India & Anr.?,1
How should the legislative process be approached to ensure compliance with constitutional requirements?,1
What happens when it is not necessary to hold any election for constituting the Panchayat for a certain period?,1
What was the primary issue in the case of N. Jayasree & Ors. vs. Cholamandalam MS General Insurance Company Ltd.?,0
What does the Government of India include in the 'Consolidated Fund of India'?,1
What are the qualifications and disqualifications for a person to be registered as a voter in India?,1
What was the incident that led to the conviction of Asharam Tiwari?,0
Who reported the murder to the police and when?,0
What was the main legal issue in the case of Mohd. Sahid and Others vs. Raziya Khanam?,1
What directions did the Supreme Court give regarding the continuation of respondents recruited contrary to Regulation 101?,1
What instructions did the Supreme Court give regarding the practice of listing bail applications?,0
How did the High Court modify the trial court's judgment?,0
What happens to a Bill pending in Parliament if the Houses are prorogued?,1
"What role did PW-2 play in the case, according to the prosecution?",0
Why did the High Court reverse the ITAT's decision in favor of Wipro Finance Ltd.?,1
Did the Supreme Court enforce the second-tier arbitration award from the ICC in London?,2
How did the Supreme Court address the potential miscarriage of justice in Iqram's case?,1
"What were the charges against Ravindra Kumar, and what was the outcome of the criminal case?",0
What did the Supreme Court say about the societal impact of the crime committed by Anand Kindo and his accomplice?,1
What was the prosecution's case against the appellants?,0
What was Amazon's response to the sale transaction between Future Retail Limited and the Reliance Group?,2
What were the charges against Ritesh Sinha in the case?,0
What might be the impact of this Supreme Court decision on future land acquisition cases?,1
What was the initial decision of the Additional Chief Metropolitan Magistrate regarding the charges against Satishchandra Ratanlal Shah?,0
How did the Supreme Court interpret the proviso to Sub-Regulation (1) of Regulation 29?,1
Is there any remedy for will?,1
How did the Supreme Court view the Division Bench's reliance on the dismissal of Shiv Kumar Rai's writ petition?,1
What was the Supreme Court's stance on the necessity of procedural compliance in preventive detention cases?,1
